"X","Rank","PreviousRank","Gross","Change","Theaters","PerTheater","TotalGross","Days","Title","Studio","date","Lifetime.Gross"
"364",363,"1",1,8.438206,"-8%","4,285",1969,167.738316,8,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-18",292004738
"365",364,"2",2,4.508475,"-5%","4,050",1113,238.202379,16,"Transformers","Paramount Pictures","2007-07-18",319246193
"366",365,"2",2,4.261124,"-5%","4,050",1052,242.463503,17,"Transformers","Paramount Pictures","2007-07-19",319246193
"367",366,"1",1,7.617199,"-10%","4,285",1778,175.355515,9,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-19",292004738
"368",367,"3",1,10.21544,"+34%","4,285",2384,185.570955,10,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-20",292004738
"369",368,"4",2,6.097746,"+43%","3,762",1621,248.561249,18,"Transformers","Paramount Pictures","2007-07-20",319246193
"370",369,"1",3,12.281132,"+20%","4,285",2866,197.852087,11,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-21",292004738
"371",370,"4",4,8.026572,"+32%","3,762",2134,256.587821,19,"Transformers","Paramount Pictures","2007-07-21",319246193
"372",371,"4",4,6.390179,"-20%","3,762",1699,262.978,20,"Transformers","Paramount Pictures","2007-07-22",319246193
"373",372,"1",1,10.014778,"-18%","4,285",2337,207.866865,12,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-22",292004738
"374",373,"4",4,2.824674,"-56%","3,762",751,265.802674,21,"Transformers","Paramount Pictures","2007-07-23",319246193
"375",374,"2",1,4.814325,"-52%","4,285",1124,212.68119,13,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-23",292004738
"376",375,"4",4,2.614008,"-7%","3,762",695,268.416682,22,"Transformers","Paramount Pictures","2007-07-24",319246193
"377",376,"2",2,4.402221,"-9%","4,285",1027,217.083411,14,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-24",292004738
"378",377,"4",4,2.304832,"-12%","3,762",613,270.721514,23,"Transformers","Paramount Pictures","2007-07-25",319246193
"379",378,"2",2,3.915354,"-11%","4,285",914,220.998765,15,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-25",292004738
"380",379,"4",4,2.312491,"n/c","3,762",615,273.034005,24,"Transformers","Paramount Pictures","2007-07-26",319246193
"381",380,"2",2,3.707364,"-5%","4,285",865,224.706129,16,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-26",292004738
"382",381,"4",2,5.065822,"+37%","4,005",1265,229.771951,17,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-27",292004738
"383",382,"6",4,3.300479,"+43%","3,349",986,276.334484,25,"Transformers","Paramount Pictures","2007-07-27",319246193
"384",383,"3",4,7.073211,"+40%","4,005",1766,236.845162,18,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-28",292004738
"385",384,"5",6,4.667794,"+41%","3,349",1394,281.002278,26,"Transformers","Paramount Pictures","2007-07-28",319246193
"386",385,"5",5,3.674856,"-21%","3,349",1097,284.677134,27,"Transformers","Paramount Pictures","2007-07-29",319246193
"387",386,"3",3,5.594052,"-21%","4,005",1397,242.439214,19,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-29",292004738
"388",387,"5",5,1.526592,"-58%","3,349",456,286.203726,28,"Transformers","Paramount Pictures","2007-07-30",319246193
"389",388,"4",3,2.438374,"-56%","4,005",609,244.877588,20,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-30",292004738
"390",389,"4",4,2.313995,"-5%","4,005",578,247.191583,21,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-31",292004738
"391",390,"6",5,1.410761,"-8%","3,349",421,287.614487,29,"Transformers","Paramount Pictures","2007-07-31",319246193
"392",391,"4",4,2.166253,"-6%","4,005",541,249.357836,22,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-01",292004738
"393",392,"6",6,1.359539,"-4%","3,349",406,288.974026,30,"Transformers","Paramount Pictures","2007-08-01",319246193
"394",393,"4",4,2.147341,"-1%","4,005",536,251.505177,23,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-02",292004738
"395",394,"6",6,1.38383,"+2%","3,349",413,290.357856,31,"Transformers","Paramount Pictures","2007-08-02",319246193
"396",395,"6",4,2.662236,"+24%","3,125",852,254.167413,24,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-03",292004738
"397",396,"1",NA,24.668225," ","3,660",6740,24.668225,1,"The Bourne Ultimatum","Universal","2007-08-03",227471070
"398",397,"1",1,25.290665,"+3%","3,660",6910,49.95889,2,"The Bourne Ultimatum","Universal","2007-08-04",227471070
"399",398,"5",6,3.787937,"+42%","3,125",1212,257.95535,25,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-04",292004738
"400",399,"1",1,19.3248,"-24%","3,660",5280,69.28369,3,"The Bourne Ultimatum","Universal","2007-08-05",227471070
"401",400,"5",5,3.072047,"-19%","3,125",983,261.027397,26,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-05",292004738
"402",401,"1",1,9.1317,"-53%","3,660",2495,78.41539,4,"The Bourne Ultimatum","Universal","2007-08-06",227471070
"403",402,"6",5,1.627226,"-47%","3,125",521,262.654623,27,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-06",292004738
"404",403,"6",6,1.424156,"-12%","3,125",456,264.078779,28,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-07",292004738
"405",404,"1",1,7.4664,"-18%","3,660",2040,85.88179,5,"The Bourne Ultimatum","Universal","2007-08-07",227471070
"406",405,"6",6,1.34231,"-6%","3,125",430,265.421089,29,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-08",292004738
"407",406,"1",1,6.73421,"-10%","3,660",1840,92.616,6,"The Bourne Ultimatum","Universal","2007-08-08",227471070
"408",407,"6",6,1.194169,"-11%","3,125",382,266.615258,30,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-09",292004738
"409",408,"1",1,6.0573,"-10%","3,660",1655,98.6733,7,"The Bourne Ultimatum","Universal","2007-08-09",227471070
"410",409,"2",1,10.39452,"+72%","3,687",2819,109.06782,8,"The Bourne Ultimatum","Universal","2007-08-10",227471070
"411",410,"8",6,1.574706,"+32%","2,585",609,268.189964,31,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-08-10",292004738
"412",411,"2",2,13.23274,"+27%","3,687",3589,122.30056,9,"The Bourne Ultimatum","Universal","2007-08-11",227471070
"413",412,"2",2,9.251865,"-30%","3,687",2509,131.552425,10,"The Bourne Ultimatum","Universal","2007-08-12",227471070
"414",413,"2",2,3.555425,"-62%","3,686",965,135.10785,11,"The Bourne Ultimatum","Universal","2007-08-13",227471070
"415",414,"2",2,3.336205,"-6%","3,686",905,138.444055,12,"The Bourne Ultimatum","Universal","2007-08-14",227471070
"416",415,"2",2,3.170555,"-5%","3,686",860,141.61461,13,"The Bourne Ultimatum","Universal","2007-08-15",227471070
"417",416,"2",2,3.20571,"+1%","3,686",870,144.82032,14,"The Bourne Ultimatum","Universal","2007-08-16",227471070
"418",417,"3",2,5.755055,"+80%","3,686",1561,150.575375,15,"The Bourne Ultimatum","Universal","2007-08-17",227471070
"419",418,"3",3,8.17921,"+42%","3,686",2219,158.754585,16,"The Bourne Ultimatum","Universal","2007-08-18",227471070
"420",419,"3",3,5.940105,"-27%","3,686",1612,164.69469,17,"The Bourne Ultimatum","Universal","2007-08-19",227471070
"421",420,"3",3,2.2206,"-63%","3,701",600,166.91529,18,"The Bourne Ultimatum","Universal","2007-08-20",227471070
"422",421,"3",3,2.202095,"-1%","3,701",595,169.117385,19,"The Bourne Ultimatum","Universal","2007-08-21",227471070
"423",422,"3",3,1.86845,"-15%","3,701",505,170.985835,20,"The Bourne Ultimatum","Universal","2007-08-22",227471070
"424",423,"3",3,1.795565,"-4%","3,701",485,172.7814,21,"The Bourne Ultimatum","Universal","2007-08-23",227471070
"425",424,"2",3,3.71579,"+107%","3,676",1011,176.49719,22,"The Bourne Ultimatum","Universal","2007-08-24",227471070
"426",425,"2",2,5.44492,"+47%","3,676",1481,181.94211,23,"The Bourne Ultimatum","Universal","2007-08-25",227471070
"427",426,"2",2,3.311505,"-39%","3,676",901,185.253615,24,"The Bourne Ultimatum","Universal","2007-08-26",227471070
"428",427,"2",2,1.1037,"-67%","3,676",300,186.357315,25,"The Bourne Ultimatum","Universal","2007-08-27",227471070
"429",428,"2",2,1.086445,"-2%","3,676",296,187.44376,26,"The Bourne Ultimatum","Universal","2007-08-28",227471070
"430",429,"3",2,0.979275,"-10%","3,676",266,188.423035,27,"The Bourne Ultimatum","Universal","2007-08-29",227471070
"431",430,"3",3,0.99708,"+2%","3,676",271,189.420115,28,"The Bourne Ultimatum","Universal","2007-08-30",227471070
"432",431,"4",3,2.599085,"+161%","3,290",790,192.0192,29,"The Bourne Ultimatum","Universal","2007-08-31",227471070
"433",432,"4",4,3.83285,"+47%","3,290",1165,195.85205,30,"The Bourne Ultimatum","Universal","2007-09-01",227471070
"434",433,"3",4,3.9809,"+4%","3,290",1210,199.83295,31,"The Bourne Ultimatum","Universal","2007-09-02",227471070
"435",434,"1",NA,67.165092," ","4,366",15384,67.165092,1,"The Dark Knight","Warner Bros.","2008-07-18",534858444
"436",435,"1",1,47.65024,"-29%","4,366",10914,114.815332,2,"The Dark Knight","Warner Bros.","2008-07-19",534858444
"437",436,"1",1,43.596151,"-9%","4,366",9985,158.411483,3,"The Dark Knight","Warner Bros.","2008-07-20",534858444
"438",437,"1",1,24.493313,"-44%","4,366",5610,182.904796,4,"The Dark Knight","Warner Bros.","2008-07-21",534858444
"439",438,"1",1,20.868722,"-15%","4,366",4780,203.773518,5,"The Dark Knight","Warner Bros.","2008-07-22",534858444
"440",439,"1",1,18.377288,"-12%","4,366",4209,222.150806,6,"The Dark Knight","Warner Bros.","2008-07-23",534858444
"441",440,"1",1,16.464405,"-10%","4,366",3771,238.615211,7,"The Dark Knight","Warner Bros.","2008-07-24",534858444
"442",441,"1",1,23.232292,"+41%","4,366",5321,261.847503,8,"The Dark Knight","Warner Bros.","2008-07-25",534858444
"443",442,"1",1,28.272494,"+22%","4,366",6476,290.119997,9,"The Dark Knight","Warner Bros.","2008-07-26",534858444
"444",443,"1",1,23.66168,"-16%","4,366",5420,313.781677,10,"The Dark Knight","Warner Bros.","2008-07-27",534858444
"445",444,"1",1,10.518116,"-56%","4,366",2409,324.299793,11,"The Dark Knight","Warner Bros.","2008-07-28",534858444
"446",445,"1",1,9.629366,"-8%","4,366",2206,333.929159,12,"The Dark Knight","Warner Bros.","2008-07-29",534858444
"447",446,"1",1,8.755141,"-9%","4,366",2005,342.6843,13,"The Dark Knight","Warner Bros.","2008-07-30",534858444
"448",447,"1",1,8.402546,"-4%","4,366",1925,351.086846,14,"The Dark Knight","Warner Bros.","2008-07-31",534858444
"449",448,"2",1,12.709035,"+51%","4,266",2979,363.795881,15,"The Dark Knight","Warner Bros.","2008-08-01",534858444
"450",449,"1",2,17.19115,"+35%","4,266",4030,380.987031,16,"The Dark Knight","Warner Bros.","2008-08-02",534858444
"451",450,"1",1,12.764034,"-26%","4,266",2992,393.751065,17,"The Dark Knight","Warner Bros.","2008-08-03",534858444
"452",451,"1",1,6.287429,"-51%","4,266",1474,400.038494,18,"The Dark Knight","Warner Bros.","2008-08-04",534858444
"453",452,"1",1,5.66124,"-10%","4,266",1327,405.699734,19,"The Dark Knight","Warner Bros.","2008-08-05",534858444
"454",453,"3",1,5.077367,"-10%","4,266",1190,410.777101,20,"The Dark Knight","Warner Bros.","2008-08-06",534858444
"455",454,"2",3,4.734366,"-7%","4,266",1110,415.511467,21,"The Dark Knight","Warner Bros.","2008-08-07",534858444
"456",455,"2",2,7.577362,"+60%","4,025",1883,423.088829,22,"The Dark Knight","Warner Bros.","2008-08-08",534858444
"457",456,"1",2,10.502243,"+39%","4,025",2609,433.591072,23,"The Dark Knight","Warner Bros.","2008-08-09",534858444
"458",457,"1",1,8.037425,"-23%","4,025",1997,441.628497,24,"The Dark Knight","Warner Bros.","2008-08-10",534858444
"459",458,"2",1,3.742198,"-53%","4,025",930,445.370695,25,"The Dark Knight","Warner Bros.","2008-08-11",534858444
"460",459,"1",2,3.515389,"-6%","4,025",873,448.886084,26,"The Dark Knight","Warner Bros.","2008-08-12",534858444
"461",460,"2",1,3.002302,"-15%","4,025",746,451.888386,27,"The Dark Knight","Warner Bros.","2008-08-13",534858444
"462",461,"2",2,2.814471,"-6%","4,025",699,454.702857,28,"The Dark Knight","Warner Bros.","2008-08-14",534858444
"463",462,"3",2,4.937955,"+75%","3,590",1375,459.640812,29,"The Dark Knight","Warner Bros.","2008-08-15",534858444
"464",463,"2",3,6.708833,"+36%","3,590",1869,466.349645,30,"The Dark Knight","Warner Bros.","2008-08-16",534858444
"465",464,"2",2,4.732505,"-29%","3,590",1318,471.08215,31,"The Dark Knight","Warner Bros.","2008-08-17",534858444
"466",465,"1",NA,35.978348," ","3,419",10523,35.978348,1,"Twilight","Summit Entertainment","2008-11-21",192769854
"467",466,"1",1,21.287029,"-41%","3,419",6226,57.265377,2,"Twilight","Summit Entertainment","2008-11-22",192769854
"468",467,"1",1,12.372363,"-42%","3,419",3619,69.63774,3,"Twilight","Summit Entertainment","2008-11-23",192769854
"469",468,"1",1,4.515245,"-64%","3,419",1321,74.152985,4,"Twilight","Summit Entertainment","2008-11-24",192769854
"470",469,"1",1,6.012635,"+33%","3,419",1759,80.16562,5,"Twilight","Summit Entertainment","2008-11-25",192769854
"471",470,"1",1,7.964881,"+32%","3,425",2326,88.130501,6,"Twilight","Summit Entertainment","2008-11-26",192769854
"472",471,"2",1,5.231976,"-34%","3,425",1528,93.362477,7,"Twilight","Summit Entertainment","2008-11-27",192769854
"473",472,"3",2,10.873923,"+108%","3,425",3175,104.2364,8,"Twilight","Summit Entertainment","2008-11-28",192769854
"474",473,"2",3,10.260707,"-6%","3,425",2996,114.497107,9,"Twilight","Summit Entertainment","2008-11-29",192769854
"475",474,"3",2,5.209402,"-49%","3,425",1521,119.706509,10,"Twilight","Summit Entertainment","2008-11-30",192769854
"476",475,"2",3,1.475274,"-72%","3,425",431,121.181783,11,"Twilight","Summit Entertainment","2008-12-01",192769854
"477",476,"2",2,1.476433,"n/c","3,425",431,122.658216,12,"Twilight","Summit Entertainment","2008-12-02",192769854
"478",477,"2",2,1.328233,"-10%","3,425",388,123.986449,13,"Twilight","Summit Entertainment","2008-12-03",192769854
"479",478,"2",2,1.368897,"+3%","3,425",400,125.355346,14,"Twilight","Summit Entertainment","2008-12-04",192769854
"480",479,"2",2,4.553665,"+233%","3,620",1258,129.909011,15,"Twilight","Summit Entertainment","2008-12-05",192769854
"481",480,"2",2,5.341803,"+17%","3,620",1476,135.250814,16,"Twilight","Summit Entertainment","2008-12-06",192769854
"482",481,"2",2,3.151254,"-41%","3,620",871,138.402068,17,"Twilight","Summit Entertainment","2008-12-07",192769854
"483",482,"2",2,0.935827,"-70%","3,620",259,139.337895,18,"Twilight","Summit Entertainment","2008-12-08",192769854
"484",483,"2",2,0.925863,"-1%","3,620",256,140.263758,19,"Twilight","Summit Entertainment","2008-12-09",192769854
"485",484,"2",2,0.909301,"-2%","3,620",251,141.173059,20,"Twilight","Summit Entertainment","2008-12-10",192769854
"486",485,"2",2,0.921636,"+1%","3,620",255,142.094695,21,"Twilight","Summit Entertainment","2008-12-11",192769854
"487",486,"3",2,2.578934,"+180%","3,649",707,144.673629,22,"Twilight","Summit Entertainment","2008-12-12",192769854
"488",487,"4",3,3.391784,"+32%","3,649",930,148.065413,23,"Twilight","Summit Entertainment","2008-12-13",192769854
"489",488,"4",4,1.980413,"-42%","3,649",543,150.045826,24,"Twilight","Summit Entertainment","2008-12-14",192769854
"490",489,"3",4,0.712928,"-64%","3,649",195,150.758754,25,"Twilight","Summit Entertainment","2008-12-15",192769854
"491",490,"3",3,0.774687,"+9%","3,649",212,151.533441,26,"Twilight","Summit Entertainment","2008-12-16",192769854
"492",491,"3",3,0.787223,"+2%","3,649",216,152.320664,27,"Twilight","Summit Entertainment","2008-12-17",192769854
"493",492,"3",3,0.913235,"+16%","3,649",250,153.233899,28,"Twilight","Summit Entertainment","2008-12-18",192769854
"494",493,"6",3,1.605078,"+76%","2,991",537,154.838977,29,"Twilight","Summit Entertainment","2008-12-19",192769854
"495",494,"6",6,2.011947,"+25%","2,991",673,156.850924,30,"Twilight","Summit Entertainment","2008-12-20",192769854
"496",495,"6",6,1.572294,"-22%","2,991",526,158.423218,31,"Twilight","Summit Entertainment","2008-12-21",192769854
"497",496,"1",NA,62.016476," ","4,234",14647,62.016476,1,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-24",402111870
"498",497,"1",1,29.094472,"-53%","4,234",6872,91.110948,2,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-25",402111870
"499",498,"1",1,36.740666,"+26%","4,234",8678,127.851614,3,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-26",402111870
"500",499,"1",1,40.205083,"+9%","4,234",9496,168.056697,4,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-27",402111870
"501",500,"1",1,32.020558,"-20%","4,234",7563,200.077255,5,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-28",402111870
"502",501,"1",1,14.85394,"-54%","4,234",3508,214.931195,6,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-29",402111870
"503",502,"1",1,13.510024,"-9%","4,234",3191,228.441219,7,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-06-30",402111870
"504",503,"2",1,10.939131,"-19%","4,234",2584,239.38035,8,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-01",402111870
"505",504,"1",2,11.654658,"+7%","4,234",2753,251.035008,9,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-02",402111870
"506",505,"1",1,17.989701,"+54%","4,234",4249,269.024709,10,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-03",402111870
"507",506,"2",1,10.688091,"-41%","4,234",2524,279.7128,11,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-04",402111870
"508",507,"1",2,13.643085,"+28%","4,234",3222,293.355885,12,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-05",402111870
"509",508,"2",1,6.406454,"-53%","4,234",1513,299.762339,13,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-06",402111870
"510",509,"2",2,5.760435,"-10%","4,234",1361,305.522774,14,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-07",402111870
"511",510,"2",2,4.903799,"-15%","4,234",1158,310.426573,15,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-08",402111870
"512",511,"2",2,4.581352,"-7%","4,234",1082,315.007925,16,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-09",402111870
"513",512,"3",2,7.642841,"+67%","4,293",1780,322.650766,17,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-10",402111870
"514",513,"2",3,9.476273,"+24%","4,293",2207,332.127039,18,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-11",402111870
"515",514,"3",2,7.094761,"-25%","4,293",1653,339.2218,19,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-12",402111870
"516",515,"3",3,3.084025,"-57%","4,293",718,342.305825,20,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-13",402111870
"517",516,"2",3,2.965171,"-4%","4,293",691,345.270996,21,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-14",402111870
"518",517,"3",2,2.443391,"-18%","4,293",569,347.714387,22,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-15",402111870
"519",518,"1",NA,58.175412," ","4,275",13608,58.175412,1,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-15",301959197
"520",519,"1",1,22.011215,"-62%","4,275",5149,80.186627,2,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-16",301959197
"521",520,"3",3,2.402249,"-2%","4,293",560,350.116636,23,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-16",402111870
"522",521,"1",1,26.820572,"+22%","4,325",6201,107.007199,3,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-17",301959197
"523",522,"3",3,4.181984,"+74%","3,857",1084,354.29862,24,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-17",402111870
"524",523,"3",3,5.596085,"+34%","3,857",1451,359.894705,25,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-18",402111870
"525",524,"1",1,29.234224,"+9%","4,325",6759,136.241423,4,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-18",301959197
"526",525,"3",3,3.913418,"-30%","3,857",1015,363.808123,26,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-19",402111870
"527",526,"1",1,21.780931,"-25%","4,325",5036,158.022354,5,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-19",301959197
"528",527,"3",3,1.775616,"-55%","3,857",460,365.583739,27,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-20",402111870
"529",528,"1",1,9.924409,"-54%","4,325",2295,167.946763,6,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-20",301959197
"530",529,"1",1,9.511151,"-4%","4,325",2199,177.457914,7,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-21",301959197
"531",530,"3",3,2.030801,"+14%","3,857",527,367.61454,28,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-21",402111870
"532",531,"1",1,7.518238,"-21%","4,325",1738,184.976152,8,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-22",301959197
"533",532,"3",3,1.706577,"-16%","3,857",442,369.321117,29,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-22",402111870
"534",533,"3",3,1.768628,"+4%","3,857",459,371.089745,30,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-23",402111870
"535",534,"1",1,6.857479,"-9%","4,325",1586,191.833631,9,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-23",301959197
"536",535,"3",1,9.334221,"+36%","4,325",2158,201.167852,10,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-24",301959197
"537",536,"6",3,2.490487,"+41%","3,237",769,373.580232,31,"Transformers: Revenge of the Fallen","Paramount Pictures","2009-07-24",402111870
"538",537,"2",3,11.192996,"+20%","4,325",2588,212.360848,11,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-25",301959197
"539",538,"1",2,8.93497,"-20%","4,325",2066,221.295818,12,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-26",301959197
"540",539,"2",1,4.023172,"-55%","4,325",930,225.31899,13,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-27",301959197
"541",540,"2",2,4.019368,"n/c","4,325",929,229.338358,14,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-28",301959197
"542",541,"2",2,4.582395,"+14%","4,455",1029,233.920753,15,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-29",301959197
"543",542,"2",2,3.842107,"-16%","4,455",862,237.76286,16,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-30",301959197
"544",543,"3",2,5.375629,"+40%","4,393",1224,243.138489,17,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-07-31",301959197
"545",544,"2",3,6.755356,"+26%","4,393",1538,249.893845,18,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-01",301959197
"546",545,"2",2,5.7784,"-14%","4,393",1315,255.672245,19,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-02",301959197
"547",546,"2",2,2.518379,"-56%","4,393",573,258.190624,20,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-03",301959197
"548",547,"3",2,2.42024,"-4%","4,393",551,260.610864,21,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-04",301959197
"549",548,"2",3,2.192352,"-9%","4,393",499,262.803216,22,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-05",301959197
"550",549,"2",2,2.117068,"-3%","4,393",482,264.920284,23,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-06",301959197
"551",550,"5",2,2.581839,"+22%","3,455",747,267.502123,24,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-07",301959197
"552",551,"4",5,3.475562,"+35%","3,455",1006,270.977685,25,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-08",301959197
"553",552,"4",4,2.870948,"-17%","3,455",831,273.848633,26,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-09",301959197
"554",553,"4",4,1.291373,"-55%","3,455",374,275.140006,27,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-10",301959197
"555",554,"4",4,1.316315,"+2%","3,455",381,276.456321,28,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-11",301959197
"556",555,"4",4,1.153422,"-12%","3,455",334,277.609743,29,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-12",301959197
"557",556,"4",4,1.12821,"-2%","3,455",327,278.737953,30,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-13",301959197
"558",557,"8",4,1.455046,"+29%","2,771",525,280.192999,31,"Harry Potter and the Half-Blood Prince","Warner Bros.","2009-08-14",301959197
"559",558,"1",NA,72.703754," ","4,024",18068,72.703754,1,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-20",296623634
"560",559,"1",1,42.288881,"-42%","4,024",10509,114.992635,2,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-21",296623634
"561",560,"1",1,27.846502,"-34%","4,024",6920,142.839137,3,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-22",296623634
"562",561,"1",1,10.506486,"-62%","4,024",2611,153.345623,4,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-23",296623634
"563",562,"1",1,11.328695,"+8%","4,024",2815,164.674318,5,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-24",296623634
"564",563,"1",1,14.198803,"+25%","4,042",3513,178.873121,6,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-25",296623634
"565",564,"2",1,9.204544,"-35%","4,042",2277,188.077665,7,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-26",296623634
"566",565,"1",2,17.711264,"+92%","4,042",4382,205.788929,8,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-27",296623634
"567",566,"1",1,16.523369,"-7%","4,042",4088,222.312298,9,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-28",296623634
"568",567,"1",1,8.635398,"-48%","4,042",2136,230.947696,10,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-29",296623634
"569",568,"1",1,2.386972,"-72%","4,042",591,233.334668,11,"The Twilight Saga: New Moon","Summit Entertainment","2009-11-30",296623634
"570",569,"1",1,2.394975,"n/c","4,042",593,235.729643,12,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-01",296623634
"571",570,"2",1,2.100986,"-12%","4,042",520,237.830629,13,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-02",296623634
"572",571,"1",2,2.104795,"n/c","4,042",521,239.935424,14,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-03",296623634
"573",572,"2",1,5.114239,"+143%","4,124",1240,245.049663,15,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-04",296623634
"574",573,"2",2,6.480523,"+27%","4,124",1571,251.530186,16,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-05",296623634
"575",574,"2",2,3.832866,"-41%","4,124",929,255.363052,17,"The Twilight Saga: New Moon","Summit Entertainment","2009-12-06",296623634
